Start Time,End Time,Original,Translation,English Translation,Score,Comment
1900-01-01 00:34:53.675986,1900-01-01 00:34:54.834986,to give it another try.,probeer het nog een keer .,try again .,,
1900-01-01 00:34:54.834986,1900-01-01 00:34:56.234986,We'll go with the zucchini pizza.,we gaan naar de [UNK] pizza .,we're going to the [UNK] pizza .,,
1900-01-01 00:34:56.234986,1900-01-01 00:34:57.715986,I'm going to have the panini.,ik moet de [UNK] hebben .,i have to have the [UNK] .,,
1900-01-01 00:34:57.715986,1900-01-01 00:34:58.975986,I'll put that right in.,ik zet dat op .,i'll put that on .,,
1900-01-01 00:34:58.975986,1900-01-01 00:35:01.575986,And with Chef Jonathan and Chef Peter running the kitchen.,en met de jonathan en peter heeft peter de keuken .,and with the jonathan and peter peter peter the kitchen .,,
1900-01-01 00:35:01.575986,1900-01-01 00:35:04.075986,We got two fried calamari coming right now.,we hebben nu twee [UNK] .,we have two [UNK] .,,
1900-01-01 00:35:04.075986,1900-01-01 00:35:07.274986,It's up to Tatiana to make sure the rest of the team,het gaat om de rest van het team .,it's about the rest of the team .,,
1900-01-01 00:35:07.295986,1900-01-01 00:35:08.295986,are up to the task.,[UNK] .,[UNK] .,,
1900-01-01 00:35:08.295986,1900-01-01 00:35:09.334986,My name is Tatiana.,ik heet [UNK] .,my name is [UNK] .,,
1900-01-01 00:35:09.334986,1900-01-01 00:35:10.535986,I'm the owner.,ik ben de eigenaar .,i'm the owner .,,
1900-01-01 00:35:10.535986,1900-01-01 00:35:11.495986,"If you need anything, please let me know.","als je iets nodig hebt , laat het me het me weten .","if you need anything , let me know .",,
1900-01-01 00:35:11.495986,1900-01-01 00:35:12.895986,"Calamari, go out on P1.","[UNK] , ga naar [UNK] .","[UNK] , go to [UNK] .",,
1900-01-01 00:35:12.895986,1900-01-01 00:35:15.575986,The calamari is in there right now.,de [UNK] zit daar .,the [UNK] is over there .,,
1900-01-01 00:35:15.575986,1900-01-01 00:35:17.675986,"Val, this order's up.","val dood , deze [UNK] .","fuck you , these [UNK] .",,
1900-01-01 00:35:17.675986,1900-01-01 00:35:19.535986,"It's a tomato soup, a Caesar salad.","het is een [UNK] , een [UNK] .","it's a [UNK] , a [UNK] .",,
1900-01-01 00:35:19.535986,1900-01-01 00:35:21.474986,"Order up, fried calamari.","bevel , [UNK] .",order .,,
1900-01-01 00:35:21.474986,1900-01-01 00:35:23.375986,"With the kitchen staff working together,",met de keuken van de keuken .,with the kitchen of the kitchen .,,
1900-01-01 00:35:23.375986,1900-01-01 00:35:25.674986,food quickly makes its way to the diners.,het eten is snel aan de [UNK] .,dinner is quickly .,,
1900-01-01 00:35:25.674986,1900-01-01 00:35:26.575986,Tomato soup?,[UNK] [UNK] ?,[UNK] [UNK] ?,,
1900-01-01 00:35:26.575986,1900-01-01 00:35:28.054986,Did you guys order some calamari?,hebben jullie wat [UNK] besteld ?,have you ordered some [UNK] ?,,
1900-01-01 00:35:28.054986,1900-01-01 00:35:29.215986,Yes.,ja .,yeah .,,
1900-01-01 00:35:29.215986,1900-01-01 00:35:31.554986,But not all the customers are receiving their meals.,maar niet alle klanten krijgen hun [UNK] .,but don't get all the customers [UNK] .,,
1900-01-01 00:35:31.554986,1900-01-01 00:35:32.894986,"You guys, your food's not even here yet.",jullie zijn er nog niet eens .,you're not even there .,,
1900-01-01 00:35:32.894986,1900-01-01 00:35:34.155986,"I mean, it's gone.",het is weg .,it's gone .,,
1900-01-01 00:35:34.155986,1900-01-01 00:35:35.655986,I was kind of hoping to show up at the same time.,ik zat op zoek naar dezelfde tijd .,i was looking for the same time .,,
1900-01-01 00:35:35.655986,1900-01-01 00:35:36.554986,I have a question.,ik heb een vraag .,i have a question .,,
1900-01-01 00:35:37.515986,1900-01-01 00:35:38.914986,That was my entree at my dinner?,dat was mijn [UNK] bij mijn etentje ?,that was my [UNK] with my dinner ?,,
1900-01-01 00:35:38.914986,1900-01-01 00:35:40.315986,Yes.,ja .,yeah .,,
1900-01-01 00:35:40.315986,1900-01-01 00:35:41.215986,I know.,ik weet het .,i know .,,
1900-01-01 00:35:41.215986,1900-01-01 00:35:42.215986,"It tasted great, but.","het is geweldig , maar .","it's great , but . . .",,
1900-01-01 00:35:42.215986,1900-01-01 00:35:43.215986,It's the only thing that's out here.,het is het enige wat daar is .,it's the only thing there .,,
1900-01-01 00:35:43.215986,1900-01-01 00:35:44.114986,I know.,ik weet het .,i know .,,
1900-01-01 00:35:44.114986,1900-01-01 00:35:45.815986,"I'm done eating, and they don't have no food.",ik eet klaar en ze hebben geen eten .,i'll eat and they don't eat .,,
1900-01-01 00:35:45.815986,1900-01-01 00:35:47.254986,I'm going to go ask the kitchen right now?,ik ga de keuken vragen .,i'll ask the kitchen .,,
1900-01-01 00:35:47.254986,1900-01-01 00:35:48.155986,All right.,oké .,okay .,,
1900-01-01 00:35:48.155986,1900-01-01 00:35:49.995986,Thank you.,bedankt .,thanks .,,
1900-01-01 00:35:49.995986,1900-01-01 00:35:51.295986,Pizza came out.,pizza is buiten .,pizza is outside .,,
1900-01-01 00:35:51.295986,1900-01-01 00:35:53.894986,The entrees haven't come out.,de [UNK] komt niet meer .,the [UNK] won't come again .,,
1900-01-01 00:35:53.894986,1900-01-01 00:35:55.334986,Did they come all in as entrees?,zijn ze allemaal [UNK] ?,are they all [UNK] ?,,
1900-01-01 00:35:55.334986,1900-01-01 00:35:56.435986,Yes.,ja .,yeah .,,
1900-01-01 00:35:56.435986,1900-01-01 00:35:58.095986,"I'm trying not to cry, but this is really bad.","ik probeer niet te huilen , maar dit is slecht .","i'm not trying to cry , but this is bad .",,
1900-01-01 00:35:58.095986,1900-01-01 00:36:00.274986,Why are you guys not talking to each other?,waarom praten jullie niet ?,why don't you talk ?,,
1900-01-01 00:36:00.274986,1900-01-01 00:36:02.134986,"Why are you not talking to the chef, you guys?",waarom heb je die [UNK] niet ?,why didn't you have those [UNK] ?,,
1900-01-01 00:36:02.134986,1900-01-01 00:36:03.134986,It's a nightmare.,het is een nachtmerrie .,it's a nightmare !,,
1900-01-01 00:36:03.134986,1900-01-01 00:36:04.034986,Tatiana?,[UNK] ?,[UNK] ?,,
1900-01-01 00:36:04.034986,1900-01-01 00:36:05.134986,"Yes, Chef?","ja , chef ?","yeah , chef ?",,
1900-01-01 00:36:05.134986,1900-01-01 00:36:06.134986,How many pizzas we got on there?,hoeveel [UNK] hebben we daar ?,how many [UNK] we got there ?,,
1900-01-01 00:36:07.095986,1900-01-01 00:36:08.795986,"Two margaritas and a meat lover, Chef.","twee [UNK] en een vlees [UNK] , chef .","two [UNK] and a meat [UNK] , chief .",,
1900-01-01 00:36:08.795986,1900-01-01 00:36:10.894986,So you've got two margaritas and meat lovers on there.,je hebt twee [UNK] en vlees daar .,you have two [UNK] and meat there .,,
1900-01-01 00:36:10.894986,1900-01-01 00:36:12.194986,You've got three pizzas on there?,heb je drie [UNK] daar ?,you got three [UNK] there ?,,
1900-01-01 00:36:12.194986,1900-01-01 00:36:13.435986,"Yeah, I already did that, yes.","ja , dat heb ik al gedaan , ja .","yeah , i did .",,
1900-01-01 00:36:13.435986,1900-01-01 00:36:14.435986,"Yeah, they're already gone.","ja , ze zijn al weg .","yeah , they're already gone .",,
1900-01-01 00:36:14.435986,1900-01-01 00:36:15.735986,Fuck me.,rot op .,fuck you .,,
1900-01-01 00:36:15.735986,1900-01-01 00:36:17.534986,And it soon becomes apparent that there's,en zo wordt het [UNK] .,and that's how it gets [UNK] .,,
1900-01-01 00:36:17.534986,1900-01-01 00:36:19.774986,a detrimental lack of communication,een gebrek aan [UNK] .,it's always a lack of [UNK] .,,
1900-01-01 00:36:19.774986,1900-01-01 00:36:22.114986,between the wait staff and the pizza station.,tussen het personeel en pizza station .,staff and pizza station .,,
1900-01-01 00:36:22.114986,1900-01-01 00:36:24.715986,I don't know if the meal has come out for this yet.,ik weet niet of het [UNK] hier [UNK] is .,i don't know if it's [UNK] here .,,
1900-01-01 00:36:24.715986,1900-01-01 00:36:26.375986,"Before you send a pizza, you've got","voor u een pizza stuurt , heb je dat nodig .","for you to send a pizza , you need that .",,
1900-01-01 00:36:26.375986,1900-01-01 00:36:27.715986,to check in with Jonathan.,om te controleren van jonathan .,to check from jonathan .,,
1900-01-01 00:36:27.715986,1900-01-01 00:36:30.054986,You're sending your pizzas in your own little world.,je stuurt je [UNK] in je eigen wereld .,you sent your own [UNK] in your own world .,,
1900-01-01 00:36:30.054986,1900-01-01 00:36:31.914986,"We've got to stick together, guys.","we moeten bij elkaar blijven , jongens .","we need to stay together , guys .",,
1900-01-01 00:36:31.914986,1900-01-01 00:36:33.054986,You have to talk to him.,je moet met hem praten .,you need to talk to him .,,
1900-01-01 00:36:33.054986,1900-01-01 00:36:33.955986,"Yes, Chef.","ja , chef .","yeah , chef .",,
1900-01-01 00:36:33.955986,1900-01-01 00:36:35.315986,They need to communicate.,ze moeten [UNK] .,they need to [UNK] .,,
1900-01-01 00:36:36.274986,1900-01-01 00:36:37.575986,I don't know what to do now.,ik weet nu niet wat ik nu moet doen .,i don't know what to do now .,,
1900-01-01 00:36:42.215986,1900-01-01 00:36:44.274986,It's relaunch night at Charlie's.,[UNK] nacht in [UNK] .,[UNK] night in [UNK] .,,
1900-01-01 00:36:44.274986,1900-01-01 00:36:47.254986,And with some of the tables receiving incomplete orders.,en met de [UNK] heeft de [UNK] order [UNK] orders .,and with the [UNK] has the [UNK] bevel [UNK] .,,
1900-01-01 00:36:47.254986,1900-01-01 00:36:48.155986,I'm done eating.,ik heb het gedaan .,i did it .,,
1900-01-01 00:36:48.155986,1900-01-01 00:36:49.515986,They don't have no food.,ze hebben geen eten .,they don't eat .,,
1900-01-01 00:36:49.515986,1900-01-01 00:36:52.114986,A night that started off with so much promise,een nacht begint dat met zoveel belofte .,a night to so many promise .,,
1900-01-01 00:36:52.114986,1900-01-01 00:36:54.155986,is on the brink of disaster.,op de [UNK] ramp .,at the [UNK] disaster .,,
1900-01-01 00:36:54.155986,1900-01-01 00:36:55.455986,They need to communicate.,ze moeten [UNK] .,they need to [UNK] .,,
1900-01-01 00:36:55.455986,1900-01-01 00:36:56.355986,"I'm telling them, Chef.","ik vertel ze , chef .","i'll tell them , boss .",,
1900-01-01 00:36:56.355986,1900-01-01 00:36:57.995986,They need to communicate.,ze moeten [UNK] .,they need to [UNK] .,,
1900-01-01 00:36:57.995986,1900-01-01 00:36:59.254986,I don't know what to do now.,ik weet nu niet wat ik nu moet doen .,i don't know what to do now .,,
1900-01-01 00:36:59.254986,1900-01-01 00:37:00.735986,I feel overwhelmed.,ik voel me [UNK] .,i feel [UNK] .,,
1900-01-01 00:37:00.735986,1900-01-01 00:37:02.194986,"I'm having a moment of, like, maybe",ik heb een moment .,i have a minute .,,
1900-01-01 00:37:02.194986,1900-01-01 00:37:03.394986,I'm not cut out for this.,ik doe hier niet mee .,i'm not doing this .,,
1900-01-01 00:37:03.394986,1900-01-01 00:37:04.295986,Come here a minute.,kom eens hier .,come here .,,
1900-01-01 00:37:05.274986,1900-01-01 00:37:08.155986,We're going to go down in history as the biggest,we gaan de grootste geschiedenis [UNK],we're going to [UNK] history .,,
1900-01-01 00:37:08.155986,1900-01-01 00:37:09.655986,fucking shithole in the Verne.,[UNK] in de [UNK] .,[UNK] in the [UNK] .,,
1900-01-01 00:37:09.655986,1900-01-01 00:37:11.054986,You need to step up.,je moet naar buiten .,you need to go outside .,,
1900-01-01 00:37:11.054986,1900-01-01 00:37:12.054986,"I am stepping up, Chef.","ik ga [UNK] , chef .","i'm going , [UNK] .",,
1900-01-01 00:37:12.054986,1900-01-01 00:37:12.955986,And I'm only one person.,en ik ben maar één persoon .,and i'm only one person .,,
1900-01-01 00:37:12.955986,1900-01-01 00:37:14.095986,Nobody listens to me.,niemand [UNK] me .,nobody [UNK] me .,,
1900-01-01 00:37:14.095986,1900-01-01 00:37:15.754986,"Tomorrow, we're going to be fucking",morgen gaan we [UNK],tomorrow . . .,,
1900-01-01 00:37:15.754986,1900-01-01 00:37:17.355986,closed at this rate.,gesloten bij deze prijs .,closed at this price .,,
1900-01-01 00:37:17.355986,1900-01-01 00:37:19.435986,Get them together and wake them up.,maak ze samen en wakker worden .,put them together and wake up .,,
1900-01-01 00:37:19.435986,1900-01-01 00:37:21.674986,"Come on, please.","kom op , alsjeblieft .","come on , please .",,
1900-01-01 00:37:21.674986,1900-01-01 00:37:23.334986,This is ultimately my restaurant.,uiteindelijk is mijn restaurant .,"eventually , it's my restaurant .",,
1900-01-01 00:37:23.334986,1900-01-01 00:37:24.534986,I'm the captain of the ship.,ik ben de commandant van het schip .,i'm the captain of the ship .,,
1900-01-01 00:37:24.534986,1900-01-01 00:37:25.735986,Just come over here now.,kom hier nu maar heen .,go ahead now .,,
1900-01-01 00:37:25.735986,1900-01-01 00:37:27.534986,And I'm not going to give up.,en ik ga het niet opgeven .,and i'm not going to give up .,,
1900-01-01 00:37:27.534986,1900-01-01 00:37:29.215986,"Audrey, over here now.",ik weet het .,i know .,,
1900-01-01 00:37:29.215986,1900-01-01 00:37:30.514986,Come here.,kom hier .,come here .,,
1900-01-01 00:37:30.514986,1900-01-01 00:37:32.014986,Why are you guys not talking to each other?,waarom praten jullie niet ?,why don't you talk ?,,
1900-01-01 00:37:32.014986,1900-01-01 00:37:33.715986,"Why are you not talking to the Chef, you guys?",waarom heb je die [UNK] niet ?,why didn't you have those [UNK] ?,,
1900-01-01 00:37:34.135986,1900-01-01 00:37:35.274986,He talks. He's not Castamaro.,hij is niet [UNK] .,he's not [UNK] .,,
1900-01-01 00:37:35.274986,1900-01-01 00:37:36.574986,Talk to him.,praat met hem .,talk to him .,,
1900-01-01 00:37:36.574986,1900-01-01 00:37:38.035986,"If you don't know what's going on, talk to me.","als je niet weet wat er gaande is , praat dan met me .","if you don't know what's going on , talk to me .",,
1900-01-01 00:37:38.035986,1900-01-01 00:37:39.975986,"If you need help, ask somebody.","als je hulp nodig hebt , vraag iemand .","if you need help , somebody ask .",,
1900-01-01 00:37:39.975986,1900-01-01 00:37:40.975986,OK? All right?,oké ?,okay ?,,
1900-01-01 00:37:40.975986,1900-01-01 00:37:41.875986,Get it?,snap je ?,you know what i mean ?,,
1900-01-01 00:37:41.875986,1900-01-01 00:37:42.975986,Get back to your tables.,[UNK] .,[UNK] .,,
1900-01-01 00:37:42.975986,1900-01-01 00:37:45.054986,I can't do this alone.,ik kan dit niet alleen doen .,i can't do this alone .,,
1900-01-01 00:37:45.054986,1900-01-01 00:37:48.054986,"OK, the prosciutto pizza for Audrey on caveo seven.",de [UNK] pizza voor audrey [UNK] .,the [UNK] pizza for audrey [UNK] .,,
1900-01-01 00:37:48.054986,1900-01-01 00:37:49.815986,"Yes, I'm going to cook it right now.","ja , ik maak het nu goed .","yeah , i'll make it right now .",,
1900-01-01 00:37:49.815986,1900-01-01 00:37:51.495986,"OK, I'm leaving them here.",ik ga ze hier weg .,i'm leaving here .,,
1900-01-01 00:37:51.495986,1900-01-01 00:37:52.794986,Leaving them here.,laat ze hier weg .,let them out of here .,,
1900-01-01 00:37:52.794986,1900-01-01 00:37:55.294986,With Tatiana stepping up and organizing her staff.,met [UNK] en [UNK] haar personeel .,with [UNK] and [UNK] hair .,,
1900-01-01 00:37:55.294986,1900-01-01 00:37:56.195986,Talk to each other.,praat tegen elkaar .,talk to each other .,,
1900-01-01 00:37:56.195986,1900-01-01 00:37:57.794986,"Jen, you're walking around.","jen , je gaat rond .","jen , you go around .",,
1900-01-01 00:37:57.794986,1900-01-01 00:37:59.334986,Everyone is now in sync.,iedereen is nu [UNK] .,everybody's [UNK] now .,,
1900-01-01 00:37:59.334986,1900-01-01 00:38:00.794986,Is it almost ready for the prosciutto?,is het bijna klaar voor de [UNK] ?,is it almost ready for the [UNK] ?,,
1900-01-01 00:38:00.794986,1900-01-01 00:38:01.794986,The prosciutto is ready.,de [UNK] is klaar .,the [UNK] ready .,,
1900-01-01 00:38:01.794986,1900-01-01 00:38:03.095986,Let's do this.,laten we dit doen .,let's do this .,,
1900-01-01 00:38:03.875986,1900-01-01 00:38:05.915986,And entrees are quickly making their way,en [UNK] doen snel manier,and [UNK] are going to be fast,,
1900-01-01 00:38:05.915986,1900-01-01 00:38:07.514986,out to the tables together.,aan de [UNK] .,to the [UNK] .,,
1900-01-01 00:38:07.514986,1900-01-01 00:38:09.255986,And here's pizza.,en dit is pizza .,and this is pizza .,,
1900-01-01 00:38:09.255986,1900-01-01 00:38:10.155986,Oh my god.,oh mijn god .,"oh , my god .",,
1900-01-01 00:38:10.155986,1900-01-01 00:38:11.054986,I can't cook through this.,ik kan niet goed koken .,i can't cook .,,
1900-01-01 00:38:11.054986,1900-01-01 00:38:12.054986,I need to get a knife.,ik moet een mes halen .,i need to get a knife .,,
1900-01-01 00:38:12.054986,1900-01-01 00:38:13.354986,This is the best lasagna I've ever had.,dit is de beste [UNK] die ik ooit heb gehad .,this is the best [UNK] i ever had .,,
1900-01-01 00:38:13.354986,1900-01-01 00:38:14.255986,Doing OK?,gaat het ?,you okay ?,,
1900-01-01 00:38:14.255986,1900-01-01 00:38:15.255986,I love your prosciutto.,ik hou van je [UNK] .,i love you [UNK] .,,
1900-01-01 00:38:15.255986,1900-01-01 00:38:16.595986,It's so good.,het is zo goed .,it's all right .,,
1900-01-01 00:38:16.595986,1900-01-01 00:38:17.495986,I know.,ik weet het .,i know .,,
1900-01-01 00:38:17.495986,1900-01-01 00:38:18.695986,So good.,zo goed .,that's it .,,
1900-01-01 00:38:18.695986,1900-01-01 00:38:20.875986,The customers are totally loving everything.,de klanten zijn [UNK] alles .,the customers are [UNK] .,,
1900-01-01 00:38:20.875986,1900-01-01 00:38:21.774986,They're happy.,ze zijn gelukkig .,they're happy .,,
1900-01-01 00:38:21.774986,1900-01-01 00:38:23.135986,They're enjoying it.,ze geniet ervan .,they enjoy it .,,
1900-01-01 00:38:23.135986,1900-01-01 00:38:24.975986,And I'm proud of this restaurant now.,ik ben trots op dit restaurant .,i'm proud of this restaurant .,,
1900-01-01 00:38:24.975986,1900-01-01 00:38:27.014986,I'm proud of it.,ik ben trots op hem .,i'm proud of him .,,
1900-01-01 00:38:27.014986,1900-01-01 00:38:28.815986,Thank you so much.,bedankt .,thanks .,,
1900-01-01 00:38:28.815986,1900-01-01 00:38:29.715986,You're very welcome.,graag gedaan .,you're welcome .,,
1900-01-01 00:38:29.715986,1900-01-01 00:38:31.574986,All tickets are gone.,alle kaartjes weg .,all the tickets .,,
1900-01-01 00:38:31.655986,1900-01-01 00:38:33.354986,Tatiana has finally stepped up.,[UNK] heeft eindelijk [UNK] .,[UNK] finally [UNK] .,,
1900-01-01 00:38:33.354986,1900-01-01 00:38:37.394986,And I'm so proud to say that she's my boss.,ik ben zo trots om te zeggen dat ze mijn baas is .,i'm so proud to say she's my boss .,,
1900-01-01 00:38:37.394986,1900-01-01 00:38:39.535986,Give me five.,geef me vijf .,give me five .,,
1900-01-01 00:38:39.535986,1900-01-01 00:38:41.035986,Thank you for coming.,bedankt om te komen .,thank you for coming .,,
1900-01-01 00:38:41.035986,1900-01-01 00:38:41.935986,Come back and see us.,kom terug en zien ons .,come back and see us .,,
1900-01-01 00:38:41.935986,1900-01-01 00:38:45.435986,"Oh gosh, thank you.","o , dank je .","oh , thank you .",,
1900-01-01 00:38:45.435986,1900-01-01 00:38:47.475986,"Listen, tough night.","luister , hard .","listen , hard .",,
1900-01-01 00:38:47.475986,1900-01-01 00:38:50.035986,"It wasn't expecting to be a perfect night, let me tell you.",het had niet verwacht dat ik een perfect nacht zou zijn .,it wasn't [UNK] i would be an perfect night .,,
1900-01-01 00:38:50.035986,1900-01-01 00:38:52.274986,"But trust me, overall, it was successful.","maar geloof me , [UNK] , het was succes .","but believe me , [UNK] , it was good luck .",,
1900-01-01 00:38:52.274986,1900-01-01 00:38:53.475986,Customers loved the food.,klanten [UNK] het eten .,customers [UNK] the food .,,
1900-01-01 00:38:53.475986,1900-01-01 00:38:55.454986,"And what you did get an insight tonight, too,","en wat je ook hebt gedaan vanavond ,","and what you did tonight ,",,
1900-01-01 00:38:55.454986,1900-01-01 00:38:57.975986,was the potential of this place.,was het [UNK] van deze plek .,it was [UNK] of this place .,,
1900-01-01 00:38:57.975986,1900-01-01 00:38:59.174986,We can't give up.,we kunnen het niet opgeven .,we can't give up .,,
1900-01-01 00:38:59.174986,1900-01-01 00:39:00.415986,The foundation's here.,de [UNK] hier .,the [UNK] here .,,
1900-01-01 00:39:00.415986,1900-01-01 00:39:01.315986,Run with it.,lopen ermee .,move it !,,
1900-01-01 00:39:02.095986,1900-01-01 00:39:02.995986,Good.,goed .,all right .,,
1900-01-01 00:39:02.995986,1900-01-01 00:39:03.894986,Well done to you all.,goed gedaan .,good job .,,
1900-01-01 00:39:03.894986,1900-01-01 00:39:05.695986,"Can I have a little word with you, please?",mag ik je even spreken ?,can i talk to you ?,,
1900-01-01 00:39:05.695986,1900-01-01 00:39:06.595986,"Good night, ladies.","welterusten , dames .","good night , ladies .",,
1900-01-01 00:39:06.595986,1900-01-01 00:39:07.995986,Good job.,goed gedaan .,good job .,,
1900-01-01 00:39:07.995986,1900-01-01 00:39:09.834986,I definitely believe in my sister.,ik geloof zeker in mijn zus .,i certainly believe in my sister .,,
1900-01-01 00:39:09.834986,1900-01-01 00:39:12.334986,She's learned what it takes to run a restaurant.,ze heeft geleerd wat het doet om een restaurant te lopen .,she learned what it does to run a restaurant .,,
1900-01-01 00:39:12.334986,1900-01-01 00:39:16.535986,And she's got the tools to bring this restaurant to greatness.,ze heeft het vinden om dit restaurant naar [UNK] .,she has it to find this restaurant to [UNK] .,,
1900-01-01 00:39:16.535986,1900-01-01 00:39:17.674986,"Well done, well done, well done.",goed gedaan .,good job .,,
1900-01-01 00:39:17.674986,1900-01-01 00:39:18.875986,You're courageous.,je bent [UNK] .,you're [UNK] .,,
1900-01-01 00:39:18.875986,1900-01-01 00:39:20.734986,"You're bloody hardworking, and you're young.",je bent verdomde [UNK] en je jong .,you're fucking [UNK] and your young lady .,,
1900-01-01 00:39:20.734986,1900-01-01 00:39:23.975986,So you've got the energy now to take this place even further.,dus je bent nu de energie om deze plek verder te nemen .,so you're the energy of this place now .,,
1900-01-01 00:39:23.975986,1900-01-01 00:39:25.655986,I know what needs to change.,ik weet wat je moet veranderen .,i know what to change .,,
1900-01-01 00:39:25.655986,1900-01-01 00:39:27.174986,I know I have a lot of work to do.,ik weet dat ik veel werk heb om te werken .,i know i have a lot of work to work .,,
1900-01-01 00:39:27.174986,1900-01-01 00:39:29.655986,But mark this as a significant day.,maar mark als dit een [UNK] dag is .,but mark if this is a [UNK] day .,,
1900-01-01 00:39:29.655986,1900-01-01 00:39:31.354986,"This is no longer Charlie's restaurant,","dit is geen [UNK] restaurant ,","this isn't a [UNK] restaurant ,",,
1900-01-01 00:39:31.354986,1900-01-01 00:39:32.595986,no longer Simon's.,niet langer [UNK] .,no longer [UNK] .,,
1900-01-01 00:39:32.595986,1900-01-01 00:39:34.394986,It's yours.,het is voor jou .,it's for you .,,
1900-01-01 00:39:34.394986,1900-01-01 00:39:38.375986,This restaurant now is Tatiana's restaurant.,dit restaurant is nu [UNK] restaurant .,this restaurant is [UNK] restaurant .,,
1900-01-01 00:39:38.375986,1900-01-01 00:39:39.274986,Continue it.,ga verder .,go on .,,
1900-01-01 00:39:39.274986,1900-01-01 00:39:40.174986,I will.,dat zal ik doen .,i will .,,
1900-01-01 00:39:40.174986,1900-01-01 00:39:41.635986,I'm going to make you so proud.,ik ga je zo trots maken .,i'm gonna make you so proud .,,
1900-01-01 00:39:41.635986,1900-01-01 00:39:43.234986,I can't wait to come back here.,ik kan niet wachten om hier heen te komen .,i can't wait to come here .,,
1900-01-01 00:39:43.234986,1900-01-01 00:39:44.135986,Yeah?,ja ?,yeah ?,,
1900-01-01 00:39:44.135986,1900-01-01 00:39:45.234986,"You change lives, Gordon Ramsay.","jij woont tot gordon , gordon .","you live to gordon , gordon .",,
1900-01-01 00:39:45.234986,1900-01-01 00:39:46.135986,Hello.,hallo .,hello .,,
1900-01-01 00:39:46.135986,1900-01-01 00:39:47.035986,I really do.,ik doe het echt .,i really do it .,,
1900-01-01 00:39:47.035986,1900-01-01 00:39:48.074986,You saved my life.,je hebt mijn leven gered .,you saved my life .,,
1900-01-01 00:39:48.074986,1900-01-01 00:39:50.614986,This has not just been about the restaurant.,dit is niet gewoon het restaurant geweest .,this isn't just the restaurant .,,
1900-01-01 00:39:50.614986,1900-01-01 00:39:54.354986,This has been about everything in my life.,dit is alles in mijn leven geweest .,this has been everything in my life .,,
1900-01-01 00:39:54.354986,1900-01-01 00:39:55.255986,You are like an angel.,je bent net een engel .,you're just an angel .,,
1900-01-01 00:39:55.255986,1900-01-01 00:39:56.495986,You have no idea.,je hebt geen idee .,you have no idea .,,
1900-01-01 00:39:56.495986,1900-01-01 00:39:57.394986,I love him.,ik hou van hem .,i love him .,,
1900-01-01 00:39:57.394986,1900-01-01 00:39:58.834986,You've literally saved me.,je hebt me gered .,you saved me .,,
1900-01-01 00:39:58.834986,1900-01-01 00:40:03.234986,And it's like a dream come true.,en het is net een droom waar .,and it's like a dream where .,,
1900-01-01 00:40:09.174986,1900-01-01 00:40:11.435986,"Wow, when I first arrived here, Tatiana's priorities","toen ik hier was , [UNK] . . .","when i was here , [UNK] . . .",,
1900-01-01 00:40:11.435986,1900-01-01 00:40:12.774986,were all in the wrong order.,het was allemaal in de verkeerde orde .,it was all in the wrong .,,
1900-01-01 00:40:12.774986,1900-01-01 00:40:15.755986,"She was fighting with her family, arguing with the staff,",ze praatte met haar gezin .,she was talking to her family .,,
1900-01-01 00:40:15.755986,1900-01-01 00:40:18.554986,"and more importantly, paid no attention to her kitchen.","en meer [UNK] , heeft geen aandacht voor haar keuken .","and more [UNK] , has no attention for her kitchen .",,
1900-01-01 00:40:18.554986,1900-01-01 00:40:20.954986,We made a massive turnaround here.,we hebben hier een enorme [UNK] gemaakt .,we made a huge [UNK] here .,,
1900-01-01 00:40:20.954986,1900-01-01 00:40:23.554986,And now Tatiana has her priorities,en nu heeft [UNK] haar [UNK],and now she [UNK] her [UNK],,
1900-01-01 00:40:23.554986,1900-01-01 00:40:24.755986,all in the right place.,goed zo .,good .,,
1900-01-01 00:40:24.755986,1900-01-01 00:40:27.695986,"But more importantly, she's in control of her business.",maar nog meer [UNK] ze is in controle .,but more [UNK] she is in control .,,
1900-01-01 00:40:27.695986,1900-01-01 00:40:30.794986,I've got every confidence that this little bistro,ik heb elke vertrouwen die dit beetje [UNK],i have faith this little [UNK],,
1900-01-01 00:40:30.794986,1900-01-01 00:40:31.695986,will be a huge success.,wees een groot succes .,be a big success .,,
1900-01-01 00:40:37.035986,1900-01-01 00:40:39.794986,"After Gordon left, I've got the two steaks going.","nadat gordon links , heb ik de twee [UNK] .","after gordon left , i have two [UNK] .",,
1900-01-01 00:40:39.794986,1900-01-01 00:40:41.635986,"OK, so I'm working the salad.",ik werk de [UNK] .,i work the [UNK] .,,
1900-01-01 00:40:41.635986,1900-01-01 00:40:44.574986,Chef Jonathan maintained the high standards in the kitchen.,chief [UNK] heeft de hoge [UNK] in de keuken .,chief [UNK] has the high [UNK] in the kitchen .,,
1900-01-01 00:40:44.574986,1900-01-01 00:40:45.834986,Is there anything you want me to have,is er iets wat ik moet hebben,there's something i need,,
1900-01-01 00:40:45.834986,1900-01-01 00:40:48.215986,the girls push right now?,de meisjes [UNK] nu ?,the girls [UNK] ?,,
1900-01-01 00:40:48.215986,1900-01-01 00:40:50.274986,And immediately helped Tatiana launch,en onmiddellijk hielp [UNK],and [UNK] immediately,,
